State,Date,%Retail/Rec Change,%Grocery/Pharm Change,%Parks Change,%Transit Change,%Workplace Change,%Residential Change
New York,2020-03-27,-54,-20,-7,-64,-57,27
New York,2020-03-28,-61,-28,-52,-67,-45,18
New York,2020-03-29,-62,-32,-47,-68,-46,16
New York,2020-03-30,-55,-26,-40,-69,-60,26
New York,2020-03-31,-55,-24,-36,-69,-61,26
New York,2020-04-01,-52,-18,-13,-67,-61,26
New York,2020-04-02,-54,-20,-26,-69,-62,27
New York,2020-04-03,-57,-22,-56,-70,-62,30
New York,2020-04-04,-58,-21,-5,-65,-47,18
New York,2020-04-05,-59,-28,-11,-68,-47,15
New York,2020-04-06,-53,-21,-3,-69,-62,26
New York,2020-04-07,-60,-11,-6,-69,-63,26
New York,2020-04-08,-62,-12,-23,-70,-63,27
New York,2020-04-09,-65,-15,-46,-73,-65,29
New York,2020-04-10,-65,-13,-53,-72,-66,32
New York,2020-04-11,-62,-4,-12,-65,-48,18
New York,2020-04-12,-75,-44,-10,-68,-51,15
New York,2020-04-13,-70,-39,-59,-76,-64,29
New York,2020-04-14,-60,-19,-15,-68,-61,26
New York,2020-04-15,-59,-20,-25,-69,-61,27
New York,2020-04-16,-61,-20,-35,-70,-61,27
New York,2020-04-17,-62,-22,-43,-68,-60,29
New York,2020-04-18,-65,-25,-40,-67,-45,18
New York,2020-04-19,-62,-26,11,-64,-43,14
New York,2020-04-20,-59,-23,-19,-68,-59,25
New York,2020-04-21,-63,-27,-43,-71,-60,27
New York,2020-04-22,-60,-19,-28,-68,-59,26
New York,2020-04-23,-60,-20,-32,-69,-59,26
New York,2020-04-24,-63,-25,-50,-70,-59,29
New York,2020-04-25,-57,-15,45,-58,-41,14
New York,2020-04-26,-66,-33,-58,-70,-44,15
New York,2020-04-27,-59,-23,-37,-68,-58,25
New York,2020-04-28,-54,-15,22,-64,-57,18
New York,2020-04-29,-56,-19,-27,-67,-58,25
New York,2020-04-30,-58,-21,-45,-69,-58,26
New York,2020-05-01,-55,-15,-28,-64,-56,26
New York,2020-05-02,-51,-10,63,-54,-38,13
New York,2020-05-03,-50,-16,71,-57,-36,10
New York,2020-05-04,-51,-17,-11,-64,-55,23
New York,2020-05-05,-49,-9,4,-63,-55,22
New York,2020-05-06,-54,-16,-30,-65,-55,24
New York,2020-05-07,-50,-8,16,-62,-55,22
New York,2020-05-08,-55,-14,-40,-65,-54,25
New York,2020-05-09,-53,-6,-29,-59,-37,15
New York,2020-05-10,-50,-12,22,-56,-33,10
New York,2020-05-11,-55,-23,-31,-66,-54,23
New York,2020-05-12,-50,-12,0,-62,-53,22
New York,2020-05-13,-48,-10,18,-61,-53,22
New York,2020-05-14,-49,-11,15,-61,-53,22
New York,2020-05-15,-50,-12,12,-59,-52,23
New York,2020-05-16,-47,-9,73,-52,-33,11
New York,2020-05-17,-47,-15,54,-56,-31,10
New York,2020-05-18,-47,-14,-3,-61,-51,21
New York,2020-05-19,-44,-9,13,-60,-51,20
New York,2020-05-20,-43,-6,27,-59,-51,20
New York,2020-05-21,-42,-4,39,-58,-51,20
New York,2020-05-22,-45,-6,19,-57,-50,21
New York,2020-05-23,-50,-12,0,-58,-32,12
New York,2020-05-24,-43,-7,93,-52,-29,7
New York,2020-05-25,-49,-15,70,-67,-73,23
New York,2020-05-26,-43,-8,39,-57,-49,18
New York,2020-05-27,-41,-5,40,-56,-48,19
New York,2020-05-28,-44,-7,7,-58,-49,20
New York,2020-05-29,-47,-11,3,-57,-49,22
New York,2020-05-30,-44,-6,77,-47,-21,9
New York,2020-05-31,-43,-11,79,-49,-21,8
New York,2020-06-01,-40,-8,22,-56,-46,18
New York,2020-06-02,-43,-8,14,-57,-47,19
New York,2020-06-03,-43,-7,10,-58,-47,19
New York,2020-06-04,-40,-3,46,-55,-46,18
New York,2020-06-05,-44,-8,4,-57,-46,19
New York,2020-06-06,-42,-4,74,-47,-21,8
New York,2020-06-07,-37,-6,113,-45,-20,6
New York,2020-06-08,-36,-5,49,-54,-44,16
New York,2020-06-09,-36,-2,60,-53,-44,16
New York,2020-06-10,-35,-2,48,-52,-44,16
New York,2020-06-11,-38,-5,12,-55,-45,17
New York,2020-06-12,-37,-2,52,-50,-43,16
New York,2020-06-13,-35,-1,102,-41,-17,6
New York,2020-06-14,-34,-6,113,-43,-17,5
New York,2020-06-15,-32,-6,45,-52,-43,15
New York,2020-06-16,-31,0,62,-50,-43,15
New York,2020-06-17,-31,-1,57,-50,-43,15
New York,2020-06-18,-31,0,52,-50,-43,15
New York,2020-06-19,-33,0,61,-48,-44,13
New York,2020-06-20,-33,5,104,-40,-16,5
New York,2020-06-21,-34,-2,112,-41,-15,3
New York,2020-06-22,-31,-8,48,-50,-45,14
New York,2020-06-23,-28,0,58,-47,-44,14
New York,2020-06-24,-27,-1,60,-47,-42,14
New York,2020-06-25,-27,1,63,-47,-42,13
New York,2020-06-26,-31,-1,64,-45,-42,13
New York,2020-06-27,-34,-4,48,-40,-19,6
New York,2020-06-28,-30,-6,100,-39,-14,4
New York,2020-06-29,-25,-4,55,-48,-42,13
New York,2020-06-30,-23,0,47,-47,-42,13
New York,2020-07-01,-22,3,49,-46,-42,13
New York,2020-07-02,-17,10,86,-43,-43,11
New York,2020-07-03,-25,10,52,-50,-58,17
New York,2020-07-04,-44,-6,129,-43,-31,4
New York,2020-07-05,-31,-12,115,-39,-20,2
New York,2020-07-06,-26,-6,42,-49,-46,13
New York,2020-07-07,-24,2,56,-46,-44,13
New York,2020-07-08,-25,0,46,-47,-43,13
New York,2020-07-09,-23,3,77,-45,-42,12
New York,2020-07-10,-37,-13,-8,-53,-44,17
New York,2020-07-11,-29,-1,48,-39,-16,6
New York,2020-07-12,-23,-3,141,-35,-16,2
New York,2020-07-13,-23,-2,58,-47,-43,12
New York,2020-07-14,-21,1,78,-45,-42,12
New York,2020-07-15,-20,0,79,-45,-41,12
New York,2020-07-16,-22,0,63,-46,-42,12
New York,2020-07-17,-26,-4,40,-46,-42,13
New York,2020-07-18,-26,-3,124,-35,-16,3
New York,2020-07-19,-25,-9,115,-39,-18,3
New York,2020-07-20,-23,-7,57,-48,-43,12
New York,2020-07-21,-22,-3,74,-46,-42,12
New York,2020-07-22,-23,-6,35,-48,-41,13
New York,2020-07-23,-21,-1,49,-46,-41,12
New York,2020-07-24,-27,-5,41,-46,-41,13
New York,2020-07-25,-24,-3,130,-34,-16,3
North Carolina,2020-02-15,6,-1,23,4,-1,-1
North Carolina,2020-02-16,3,-3,-5,-1,-1,0
North Carolina,2020-02-17,5,2,46,6,-11,2
North Carolina,2020-02-18,1,0,14,6,1,0
North Carolina,2020-02-19,2,4,-9,3,2,0
North Carolina,2020-02-20,-10,5,-31,-7,-6,7
North Carolina,2020-02-21,-8,-14,-13,-5,-19,9
North Carolina,2020-02-22,3,-4,30,4,3,0
North Carolina,2020-02-23,3,-3,24,4,2,0
North Carolina,2020-02-24,-1,-3,-3,3,3,0
North Carolina,2020-02-25,5,0,17,4,3,0
North Carolina,2020-02-26,9,1,11,7,3,-2
North Carolina,2020-02-27,11,3,6,9,2,-1
North Carolina,2020-02-28,12,4,20,13,3,-2
North Carolina,2020-02-29,13,3,26,13,2,-2
North Carolina,2020-03-01,14,5,22,11,2,-2
North Carolina,2020-03-02,10,6,31,7,3,-2
North Carolina,2020-03-03,13,9,24,3,2,0
North Carolina,2020-03-04,9,5,14,3,2,-1
North Carolina,2020-03-05,6,4,-4,2,1,0
North Carolina,2020-03-06,6,2,19,6,2,-1
North Carolina,2020-03-07,9,4,49,8,2,-2
North Carolina,2020-03-08,9,4,41,8,0,-1
North Carolina,2020-03-09,8,7,65,4,0,-1
North Carolina,2020-03-10,7,7,37,1,1,0
North Carolina,2020-03-11,8,7,51,2,0,-1
North Carolina,2020-03-12,9,18,44,-1,-2,0
North Carolina,2020-03-13,5,24,37,-4,-3,0
North Carolina,2020-03-14,-1,17,57,-4,0,1
North Carolina,2020-03-15,-8,13,-3,-14,-9,3
North Carolina,2020-03-16,-4,21,22,-15,-15,5
North Carolina,2020-03-17,-13,19,14,-18,-20,9
North Carolina,2020-03-18,-22,9,28,-23,-25,10
North Carolina,2020-03-19,-23,10,42,-28,-27,11
North Carolina,2020-03-20,-25,10,63,-29,-28,11
North Carolina,2020-03-21,-32,2,45,-29,-19,8
North Carolina,2020-03-22,-39,-10,-7,-42,-29,9
North Carolina,2020-03-23,-32,-5,-17,-41,-33,14
North Carolina,2020-03-24,-31,-4,-8,-38,-34,15
North Carolina,2020-03-25,-28,-1,5,-39,-36,15
North Carolina,2020-03-26,-35,-7,11,-43,-38,16
North Carolina,2020-03-27,-35,-6,38,-45,-39,16
North Carolina,2020-03-28,-40,-10,38,-44,-29,10
North Carolina,2020-03-29,-40,-15,13,-51,-35,10
North Carolina,2020-03-30,-34,-10,23,-45,-41,15
North Carolina,2020-03-31,-40,-17,-18,-46,-44,19
North Carolina,2020-04-01,-38,-13,-14,-45,-45,18
North Carolina,2020-04-02,-37,-11,7,-47,-45,18
North Carolina,2020-04-03,-34,-5,26,-46,-44,17
North Carolina,2020-04-04,-41,-11,21,-48,-32,12
North Carolina,2020-04-05,-43,-14,5,-55,-38,11
North Carolina,2020-04-06,-36,-10,22,-46,-44,16
North Carolina,2020-04-07,-36,-9,24,-44,-45,18
North Carolina,2020-04-08,-36,-10,15,-44,-46,17
North Carolina,2020-04-09,-35,-5,11,-47,-47,18
North Carolina,2020-04-10,-36,-6,12,-52,-57,21
North Carolina,2020-04-11,-40,-5,20,-49,-35,11
North Carolina,2020-04-12,-61,-32,-35,-61,-44,12
North Carolina,2020-04-13,-39,-17,1,-51,-49,18
North Carolina,2020-04-14,-33,-10,31,-42,-44,17
North Carolina,2020-04-15,-28,-7,-6,-44,-45,17
North Carolina,2020-04-16,-29,-6,12,-45,-44,17
North Carolina,2020-04-17,-31,-8,32,-45,-43,17
North Carolina,2020-04-18,-36,-10,10,-45,-30,11
North Carolina,2020-04-19,-38,-15,-10,-54,-36,10
North Carolina,2020-04-20,-34,-14,-11,-50,-44,18
North Carolina,2020-04-21,-29,-7,29,-41,-43,16
North Carolina,2020-04-22,-29,-8,22,-42,-44,16
North Carolina,2020-04-23,-36,-12,-30,-50,-45,20
North Carolina,2020-04-24,-31,-8,33,-44,-43,17
North Carolina,2020-04-25,-37,-10,3,-46,-30,11
North Carolina,2020-04-26,-35,-11,10,-50,-35,9
North Carolina,2020-04-27,-25,-6,28,-42,-41,15
North Carolina,2020-04-28,-24,-3,38,-38,-42,10
North Carolina,2020-04-29,-25,-4,12,-40,-43,16
North Carolina,2020-04-30,-29,-7,-17,-45,-44,18
North Carolina,2020-05-01,-23,0,31,-39,-41,15
North Carolina,2020-05-02,-27,-1,57,-35,-26,8
North Carolina,2020-05-03,-27,-3,39,-42,-30,7
North Carolina,2020-05-04,-20,-1,44,-37,-40,13
North Carolina,2020-05-05,-22,1,10,-37,-40,15
North Carolina,2020-05-06,-24,-2,11,-36,-41,15
North Carolina,2020-05-07,-22,2,29,-37,-40,15
North Carolina,2020-05-08,-25,-1,14,-38,-40,15
North Carolina,2020-05-09,-22,11,40,-30,-24,7
North Carolina,2020-05-10,-23,5,34,-37,-26,5
North Carolina,2020-05-11,-21,-2,39,-34,-37,12
North Carolina,2020-05-12,-20,1,42,-31,-38,14
North Carolina,2020-05-13,-22,-2,25,-34,-38,14
North Carolina,2020-05-14,-22,0,42,-34,-38,14
North Carolina,2020-05-15,-22,0,72,-32,-38,12
North Carolina,2020-05-16,-25,1,90,-26,-23,6
North Carolina,2020-05-17,-24,-2,52,-34,-25,6
North Carolina,2020-05-18,-21,-3,17,-35,-37,13
North Carolina,2020-05-19,-25,-6,-19,-38,-38,16
North Carolina,2020-05-20,-27,-8,-25,-38,-39,16
North Carolina,2020-05-21,-25,-3,-16,-36,-39,17
North Carolina,2020-05-22,-19,2,50,-28,-37,13
North Carolina,2020-05-23,-19,3,88,-19,-18,5
North Carolina,2020-05-24,-19,-1,65,-32,-24,5
North Carolina,2020-05-25,-19,-2,92,-39,-68,18
North Carolina,2020-05-26,-13,1,50,-24,-34,11
North Carolina,2020-05-27,-20,-6,-2,-32,-35,14
North Carolina,2020-05-28,-15,0,21,-30,-34,13
North Carolina,2020-05-29,-18,-3,26,-30,-33,13
North Carolina,2020-05-30,-16,2,72,-18,-10,5
North Carolina,2020-05-31,-15,1,75,-25,-15,4
North Carolina,2020-06-01,-8,5,79,-24,-31,9
North Carolina,2020-06-02,-9,5,79,-22,-32,10
North Carolina,2020-06-03,-8,6,57,-23,-33,10
North Carolina,2020-06-04,-10,5,52,-24,-33,11
North Carolina,2020-06-05,-12,3,65,-25,-32,10
North Carolina,2020-06-06,-15,4,95,-19,-12,3
North Carolina,2020-06-07,-13,2,70,-24,-17,3
North Carolina,2020-06-08,-9,3,71,-25,-32,9
North Carolina,2020-06-09,-9,4,69,-24,-32,10
North Carolina,2020-06-10,-10,2,43,-25,-33,10
North Carolina,2020-06-11,-11,2,46,-27,-33,11
North Carolina,2020-06-12,-11,3,84,-23,-32,9
North Carolina,2020-06-13,-13,4,112,-13,-9,2
North Carolina,2020-06-14,-12,1,62,-23,-15,3
North Carolina,2020-06-15,-13,-1,24,-29,-34,11
North Carolina,2020-06-16,-16,-3,5,-31,-34,13
North Carolina,2020-06-17,-11,2,40,-26,-34,11
North Carolina,2020-06-18,-11,3,55,-25,-33,10
North Carolina,2020-06-19,-12,3,75,-23,-33,8
North Carolina,2020-06-20,-13,8,95,-16,-10,2
North Carolina,2020-06-21,-12,6,74,-22,-14,1
North Carolina,2020-06-22,-10,1,79,-23,-35,9
North Carolina,2020-06-23,-9,3,77,-21,-34,10
North Carolina,2020-06-24,-9,2,70,-22,-33,9
North Carolina,2020-06-25,-10,3,60,-24,-33,10
North Carolina,2020-06-26,-12,3,98,-21,-33,8
North Carolina,2020-06-27,-16,2,110,-13,-11,2
North Carolina,2020-06-28,-15,-2,56,-23,-14,3
North Carolina,2020-06-29,-8,3,80,-23,-34,9
North Carolina,2020-06-30,-7,3,68,-21,-34,10
North Carolina,2020-07-01,-5,5,63,-19,-36,9
North Carolina,2020-07-02,0,13,85,-16,-38,9
North Carolina,2020-07-03,-6,14,138,-22,-56,12
North Carolina,2020-07-04,-31,0,113,-25,-27,4
North Carolina,2020-07-05,-19,-7,55,-21,-21,3
North Carolina,2020-07-06,-6,4,88,-20,-38,9
North Carolina,2020-07-07,-10,1,64,-21,-36,11
North Carolina,2020-07-08,-10,0,54,-23,-36,10
North Carolina,2020-07-09,-10,2,58,-23,-35,10
North Carolina,2020-07-10,-12,0,85,-21,-34,9
North Carolina,2020-07-11,-14,2,100,-12,-11,3
North Carolina,2020-07-12,-13,-1,67,-19,-16,3
North Carolina,2020-07-13,-9,2,77,-23,-35,9
North Carolina,2020-07-14,-8,3,86,-23,-35,9
North Carolina,2020-07-15,-9,1,64,-25,-35,9
North Carolina,2020-07-16,-10,2,64,-23,-35,10
North Carolina,2020-07-17,-12,0,79,-22,-34,9
North Carolina,2020-07-18,-16,0,91,-13,-13,3
North Carolina,2020-07-19,-13,0,58,-20,-17,3
North Carolina,2020-07-20,-11,1,65,-23,-35,9
North Carolina,2020-07-21,-10,2,68,-24,-35,10
North Carolina,2020-07-22,-10,1,61,-24,-35,9
North Carolina,2020-07-23,-13,-2,44,-25,-35,11
North Carolina,2020-07-24,-12,-1,69,-23,-34,9
North Carolina,2020-07-25,-14,1,98,-14,-12,3
North Dakota,2020-02-15,7,-2,-1,5,1,-1
North Dakota,2020-02-16,9,0,10,4,1,-1
North Dakota,2020-02-17,9,-3,4,1,-21,5
North Dakota,2020-02-18,-2,-4,-5,6,-1,1
North Dakota,2020-02-19,0,-4,-5,9,1,1
North Dakota,2020-02-20,4,-1,7,5,1,0
North Dakota,2020-02-21,4,-2,12,7,4,0
North Dakota,2020-02-22,12,4,30,9,4,-2
North Dakota,2020-02-23,11,7,17,11,3,-2
North Dakota,2020-02-24,1,-3,6,-3,4,0
North Dakota,2020-02-25,1,-3,-2,4,2,0
North Dakota,2020-02-26,7,0,10,7,2,-1
North Dakota,2020-02-27,8,-1,9,5,2,0
North Dakota,2020-02-28,8,0,13,9,5,0
North Dakota,2020-02-29,12,11,22,11,5,-2
North Dakota,2020-03-01,12,9,-1,7,4,-1
North Dakota,2020-03-02,6,1,7,2,4,-1
North Dakota,2020-03-03,6,4,13,3,2,0
North Dakota,2020-03-04,7,1,9,7,2,-1
North Dakota,2020-03-05,6,1,15,5,2,0
North Dakota,2020-03-06,7,0,21,6,3,0
North Dakota,2020-03-07,15,8,47,10,5,-2
North Dakota,2020-03-08,10,4,4,9,3,-1
North Dakota,2020-03-09,5,2,15,1,4,0
North Dakota,2020-03-10,5,6,10,6,2,0
North Dakota,2020-03-11,8,10,21,12,2,-1
North Dakota,2020-03-12,9,20,5,4,-1,0
North Dakota,2020-03-13,3,19,5,4,-2,2
North Dakota,2020-03-14,-2,15,-14,-6,2,3
North Dakota,2020-03-15,-8,13,-13,-7,-1,3
North Dakota,2020-03-16,-4,26,-16,-8,-13,6
North Dakota,2020-03-17,-10,21,2,-2,-15,7
North Dakota,2020-03-18,-19,18,-8,-7,-19,10
North Dakota,2020-03-19,-30,11,-21,-17,-24,14
North Dakota,2020-03-20,-40,10,-15,-19,-25,17
North Dakota,2020-03-21,-52,-4,-15,-29,-19,13
North Dakota,2020-03-22,-49,-11,25,-30,-23,9
North Dakota,2020-03-23,-37,-6,19,-24,-27,13
North Dakota,2020-03-24,-41,-9,4,-18,-30,16
North Dakota,2020-03-25,-39,-9,2,-22,-31,16
North Dakota,2020-03-26,-38,-7,18,-24,-32,16
North Dakota,2020-03-27,-40,-7,32,-25,-30,19
North Dakota,2020-03-28,-48,-9,38,-32,-22,12
North Dakota,2020-03-29,-44,-13,73,-36,-24,9
North Dakota,2020-03-30,-37,-12,36,-29,-32,15
North Dakota,2020-03-31,-40,-10,4,-25,-34,17
North Dakota,2020-04-01,-41,-8,-23,-30,-36,18
North Dakota,2020-04-02,-55,-24,-42,-42,-40,22
North Dakota,2020-04-03,-49,-12,-27,-35,-38,24
North Dakota,2020-04-04,-53,-8,-27,-39,-26,15
North Dakota,2020-04-05,-50,-15,-2,-44,-28,11
North Dakota,2020-04-06,-40,-11,16,-33,-35,17
North Dakota,2020-04-07,-40,-8,21,-29,-37,18
North Dakota,2020-04-08,-42,-12,-17,-30,-38,18
North Dakota,2020-04-09,-40,-8,-4,-34,-38,19
North Dakota,2020-04-10,-40,-5,33,-34,-45,23
North Dakota,2020-04-11,-48,1,-18,-43,-28,15
North Dakota,2020-04-12,-69,-60,-26,-49,-40,12
North Dakota,2020-04-13,-44,-19,-31,-40,-38,19
North Dakota,2020-04-14,-44,-15,-20,-34,-36,19
North Dakota,2020-04-15,-33,-7,1,-27,-36,17
North Dakota,2020-04-16,-35,-10,7,-31,-36,18
North Dakota,2020-04-17,-38,-10,22,-30,-34,20
North Dakota,2020-04-18,-43,-10,12,-36,-23,13
North Dakota,2020-04-19,-38,-12,51,-39,-26,9
North Dakota,2020-04-20,-34,-15,11,-33,-34,16
North Dakota,2020-04-21,-34,-11,44,-25,-36,17
North Dakota,2020-04-22,-32,-9,74,-22,-36,15
North Dakota,2020-04-23,-33,-10,34,-28,-36,17
North Dakota,2020-04-24,-35,-10,50,-26,-34,18
North Dakota,2020-04-25,-39,-6,52,-30,-23,10
North Dakota,2020-04-26,-33,-8,84,-33,-26,7
North Dakota,2020-04-27,-26,-9,56,-27,-34,14
North Dakota,2020-04-28,-29,-9,5,-23,-35,11
North Dakota,2020-04-29,-26,-5,74,-17,-35,14
North Dakota,2020-04-30,-24,-2,72,-19,-34,14
North Dakota,2020-05-01,-22,-3,42,-18,-31,15
North Dakota,2020-05-02,-27,0,85,-22,-17,7
North Dakota,2020-05-03,-20,-3,64,-27,-19,5
North Dakota,2020-05-04,-18,-5,5,-23,-30,14
North Dakota,2020-05-05,-16,-1,11,-20,-32,15
North Dakota,2020-05-06,-15,0,77,-15,-31,12
North Dakota,2020-05-07,-16,-1,39,-20,-31,14
North Dakota,2020-05-08,-19,-1,58,-18,-29,14
North Dakota,2020-05-09,-26,5,-24,-28,-17,11
North Dakota,2020-05-10,-11,7,49,-26,-16,4
North Dakota,2020-05-11,-14,-6,43,-19,-28,11
North Dakota,2020-05-12,-16,-3,27,-15,-30,13
North Dakota,2020-05-13,-13,-4,15,-18,-30,14
North Dakota,2020-05-14,-12,0,60,-16,-30,12
North Dakota,2020-05-15,-14,-2,128,-13,-28,11
North Dakota,2020-05-16,-20,3,135,-18,-11,4
North Dakota,2020-05-17,-8,4,179,-18,-12,0
North Dakota,2020-05-18,-3,0,84,-17,-27,9
North Dakota,2020-05-19,-5,4,87,-10,-28,10
North Dakota,2020-05-20,-4,3,87,-6,-29,10
North Dakota,2020-05-21,-3,8,114,-9,-30,9
North Dakota,2020-05-22,-10,6,167,-4,-31,9
North Dakota,2020-05-23,-20,4,171,-12,-14,2
North Dakota,2020-05-24,-10,3,128,-23,-17,2
North Dakota,2020-05-25,-15,-10,180,-25,-70,16
North Dakota,2020-05-26,-6,5,115,-9,-28,9
North Dakota,2020-05-27,-1,6,,-5,-27,8
North Dakota,2020-05-28,-2,6,115,-6,-27,9
North Dakota,2020-05-29,-9,1,167,-2,-25,8
North Dakota,2020-05-30,-16,5,204,-1,-4,1
North Dakota,2020-05-31,-5,5,181,-6,-6,-1
North Dakota,2020-06-01,3,8,146,-6,-24,6
North Dakota,2020-06-02,0,8,119,-6,-25,7
North Dakota,2020-06-03,2,8,,-2,-25,6
North Dakota,2020-06-04,1,7,161,-5,-25,7
North Dakota,2020-06-05,-7,4,205,-1,-25,6
North Dakota,2020-06-06,-17,0,113,-13,-7,4
North Dakota,2020-06-07,-4,6,209,-12,-9,0
North Dakota,2020-06-08,3,2,133,-7,-23,7
North Dakota,2020-06-09,0,3,83,-7,-24,9
North Dakota,2020-06-10,4,6,,1,-24,6
North Dakota,2020-06-11,4,6,201,-3,-25,6
North Dakota,2020-06-12,-5,2,214,2,-24,6
North Dakota,2020-06-13,-13,3,218,-2,-4,1
North Dakota,2020-06-14,-3,4,176,-5,-7,-2
North Dakota,2020-06-15,5,4,183,-1,-23,5
North Dakota,2020-06-16,4,6,135,-2,-25,7
North Dakota,2020-06-17,5,6,,3,-25,6
North Dakota,2020-06-18,6,9,163,-2,-25,6
North Dakota,2020-06-19,-3,5,235,5,-24,3
North Dakota,2020-06-20,-12,5,236,-6,-5,1
North Dakota,2020-06-21,3,10,294,-1,-5,-5
North Dakota,2020-06-22,4,2,180,-4,-24,5
North Dakota,2020-06-23,4,7,191,0,-25,5
North Dakota,2020-06-24,6,8,,5,-24,4
North Dakota,2020-06-25,5,6,168,0,-25,6
North Dakota,2020-06-26,-2,7,233,9,-24,4
North Dakota,2020-06-27,-12,3,259,5,-6,-1
North Dakota,2020-06-28,0,5,216,2,-5,-3
North Dakota,2020-06-29,7,6,163,-2,-24,5
North Dakota,2020-06-30,5,6,73,-1,-26,8
North Dakota,2020-07-01,16,20,,9,-26,4
North Dakota,2020-07-02,15,24,227,8,-31,3
North Dakota,2020-07-03,-6,12,300,-7,-55,10
North Dakota,2020-07-04,-39,-8,309,-21,-25,-1
North Dakota,2020-07-05,-14,-7,227,-3,-14,-5
North Dakota,2020-07-06,5,5,194,1,-31,6
North Dakota,2020-07-07,2,4,160,1,-28,6
North Dakota,2020-07-08,7,7,,6,-26,6
North Dakota,2020-07-09,6,7,206,2,-26,5
North Dakota,2020-07-10,-5,1,203,6,-25,6
North Dakota,2020-07-11,-12,1,237,2,-5,0
North Dakota,2020-07-12,0,4,283,8,-7,-4
North Dakota,2020-07-13,5,4,160,0,-26,6
North Dakota,2020-07-14,4,5,170,0,-27,6
North Dakota,2020-07-15,6,8,,6,-26,5
North Dakota,2020-07-16,5,9,217,2,-26,4
North Dakota,2020-07-17,-9,0,174,2,-26,7
North Dakota,2020-07-18,-11,3,218,3,-6,0
North Dakota,2020-07-19,0,7,260,5,-8,-4
North Dakota,2020-07-20,3,2,139,-3,-26,6
North Dakota,2020-07-21,1,5,161,1,-26,7
North Dakota,2020-07-22,5,8,,6,-25,5
North Dakota,2020-07-23,2,7,184,2,-26,5
North Dakota,2020-07-24,-7,2,180,3,-26,6
North Dakota,2020-07-25,-15,0,224,1,-7,1
Ohio,2020-02-15,5,0,15,1,0,0
Ohio,2020-02-16,6,1,25,0,1,-1
Ohio,2020-02-17,5,-2,9,-1,-19,5
Ohio,2020-02-18,0,-1,6,3,2,0
Ohio,2020-02-19,3,0,14,3,2,0
Ohio,2020-02-20,2,0,2,2,2,0
Ohio,2020-02-21,2,-2,19,6,3,0
Ohio,2020-02-22,9,4,68,8,3,-2
Ohio,2020-02-23,7,3,77,6,3,-1
Ohio,2020-02-24,2,-1,0,2,3,1
Ohio,2020-02-25,4,0,2,4,2,0
Ohio,2020-02-26,6,2,-3,3,1,0
Ohio,2020-02-27,2,0,-6,2,-3,2
Ohio,2020-02-28,4,1,7,7,1,0
Ohio,2020-02-29,11,5,13,7,2,-2
Ohio,2020-03-01,17,10,68,11,4,-2
Ohio,2020-03-02,7,3,-7,2,2,0
Ohio,2020-03-03,12,8,23,7,2,-1
Ohio,2020-03-04,12,7,29,7,2,-1
Ohio,2020-03-05,11,8,51,8,2,-1
Ohio,2020-03-06,2,-3,9,5,2,0
Ohio,2020-03-07,13,7,68,13,4,-2
Ohio,2020-03-08,15,9,187,14,2,-2
Ohio,2020-03-09,9,7,78,7,1,0
Ohio,2020-03-10,5,6,13,2,0,0
Ohio,2020-03-11,8,11,25,4,0,0
Ohio,2020-03-12,9,32,50,2,-1,0
Ohio,2020-03-13,-1,21,46,1,-4,2
Ohio,2020-03-14,-12,11,9,-4,-3,4
Ohio,2020-03-15,-9,17,46,-6,-7,3
Ohio,2020-03-16,-16,26,16,-9,-18,7
Ohio,2020-03-17,-25,11,27,-10,-25,10
Ohio,2020-03-18,-29,5,2,-15,-28,12
Ohio,2020-03-19,-32,8,14,-19,-31,14
Ohio,2020-03-20,-35,0,47,-19,-34,16
Ohio,2020-03-21,-44,-7,4,-22,-25,11
Ohio,2020-03-22,-38,0,62,-26,-28,8
Ohio,2020-03-23,-33,-1,-2,-26,-39,16
Ohio,2020-03-24,-51,-26,11,-31,-47,20
Ohio,2020-03-25,-43,-18,101,-27,-48,19
Ohio,2020-03-26,-42,-15,103,-29,-48,20
Ohio,2020-03-27,-46,-20,26,-33,-48,22
Ohio,2020-03-28,-50,-21,29,-34,-35,14
Ohio,2020-03-29,-43,-19,117,-33,-35,10
Ohio,2020-03-30,-41,-18,4,-32,-48,19
Ohio,2020-03-31,-41,-16,7,-28,-49,20
Ohio,2020-04-01,-37,-9,25,-27,-49,20
Ohio,2020-04-02,-37,-7,87,-28,-49,20
Ohio,2020-04-03,-38,-8,108,-28,-48,20
Ohio,2020-04-04,-43,-9,138,-26,-35,12
Ohio,2020-04-05,-46,-18,37,-39,-37,11
Ohio,2020-04-06,-37,-11,81,-28,-48,18
Ohio,2020-04-07,-41,-14,68,-28,-50,19
Ohio,2020-04-08,-36,-9,106,-26,-50,18
Ohio,2020-04-09,-39,-9,11,-33,-51,21
Ohio,2020-04-10,-41,-10,14,-36,-56,24
Ohio,2020-04-11,-41,-2,82,-28,-37,12
Ohio,2020-04-12,-65,-43,40,-42,-44,11
Ohio,2020-04-13,-43,-20,-18,-37,-49,21
Ohio,2020-04-14,-38,-14,24,-29,-48,19
Ohio,2020-04-15,-31,-10,8,-29,-48,19
Ohio,2020-04-16,-33,-8,26,-31,-48,20
Ohio,2020-04-17,-43,-20,-17,-38,-48,23
Ohio,2020-04-18,-38,-10,79,-26,-32,12
